shortcode,owner,comment,likes,text,location,post_likes,taken_at_timestamp
CCfVImwhats,1.800.ronald,Lolol❤️❤️❤️🇺🇸,0, , ,1031093,2020-07-11 06:09:23
CCfVImwhats,sdbeachlover86,Haters on here. Disrespect at its finest.,0, , ,1031093,2020-07-11 06:09:23
CCfVImwhats,didgt4,Trump 2020,0, , ,1031093,2020-07-11 06:09:23
CCfVImwhats,reedcooper_fanpage,these comments are everything LMAOOO,1, , ,1031093,2020-07-11 06:09:23
CCfVImwhats,angusbatchelder,You’re an idiot,0, , ,1031093,2020-07-11 06:09:23
CCfVImwhats,saradiamond98,Boo,1, , ,1031093,2020-07-11 06:09:23
CCfVImwhats,guacofansclub,🇺🇸❤️🙏🏼🙏🏼🙏🏼,0, , ,1031093,2020-07-11 06:09:23
CCfVImwhats,sunnisea,Ain’t this against the rules tho?,1, , ,1031093,2020-07-11 06:09:23
CCfVImwhats,cyrusthegreatempire,We love you and everything about you Mr. President. #MAGA #MIGA #RestartMIGA #Great_Awakening,0, , ,1031093,2020-07-11 06:09:23
CCfVImwhats,sunnisea,The comments tho 😂,0, , ,1031093,2020-07-11 06:09:23
CCpazaqhyoR,liwu897,The best suggestion for Biden is stay your basement for ever!,0, , ,340870,2020-07-15 04:11:32
CCpazaqhyoR,jamesmnt71,🤣🤣🤣🤣,0, , ,340870,2020-07-15 04:11:32
CCpazaqhyoR,scamhim_,😂😂😂😂😂u sick Donald,0, , ,340870,2020-07-15 04:11:32
CCpazaqhyoR,bunk.erboii,biden be like “ya know what let’s increase the taxes for no reason”. y’all are not the smartest 😳,0, , ,340870,2020-07-15 04:11:32
CCpazaqhyoR,carspotting.knokke,https://youtu.be/_f2Z30j61aw /  here's a gift Mr . PRESIDENT ! ❤️ HOPE YOU SEE THIS ! MAGA2020,0, , ,340870,2020-07-15 04:11:32
CCpazaqhyoR,73davy_jones,💗🗽Trump💌2020💖2024💞,0, , ,340870,2020-07-15 04:11:32
CCpazaqhyoR,cecdj,Biden = Fruitcake which has a foul taste,0, , ,340870,2020-07-15 04:11:32
CCpazaqhyoR,skyxp2,We  love you Mr President.❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ The best President ever. TRUMP2020 🇺🇸❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0, , ,340870,2020-07-15 04:11:32
CCpazaqhyoR,calli.r.airington,Best President 🤍,0, , ,340870,2020-07-15 04:11:32
CCpazaqhyoR,kongwu158,"BREAKING:
Bannon:  Chinese Communist Party must turn over every piece of information, open up P4 lab, and let Americans can all the scientists around the world go in there interview everybody and get every document! https://t.co/a2Hwk08JGc",0, , ,340870,2020-07-15 04:11:32
CCpazaqhyoR,rfrndwm3,بیناموس کثافت خود فروش ظلم ب مردم ایران را دوست داری ما دمکراتها رو ب رسمیت نخواهیم شناخت,0, , ,340870,2020-07-15 04:11:32
CCpazaqhyoR,reignatta,💗🌹💖😍,0, , ,340870,2020-07-15 04:11:32
CCr_3MmBX2c,basementjoe2020,@realdonaldtrump please help California rid itself of the true virus that’s been killing so many jobs @gavinnewsom,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,aliciarwexler,imma beat to this,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,weedporkandguns,🔥🔥🔥🔥,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,happymunchkinssdaycare,Trump2020!!,1, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,herd044,Great President!,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,ctorres071561,I have voted for Donald J Trump the first time and was very happy with him but ever since he disrespect Puerto Rico by saying we should sell it made me change my mind about him many of Puerto Ricans given day live and all the major Wars of this country and to be disrespected by the president is on call for so therefore he will lose my phone upcoming elections,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,ctorres071561,My vote😢,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,plrjr2001,I'm starting to think you've never ever been smart in your life,1, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,bunk.erboii,WHY IS HE SO FREAKING GREASY???!!!,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,wittymom,You make my heart hurt💔,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,davidjayneiv,Trump 2020 🇺🇸🇺🇸🇺🇸,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,skyxp2,Cubans For Trump. Miami on the House.TRUMP2020 🇺🇸 The Best President Ever ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,beastrsbrew,GOD BLESS OUR GREAT PRESIDENT,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,nima_kamangar,#ترامپ-اینترنت-لطفا,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,nima_kamangar,ترامپ-اینترنت-لطفا#,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,wedontconsent,Please help Australia.. help Melbourne! 🙏🙏🙏 🗣🗣🗣 🇦🇺,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,hosmak7,#RestartMIGA 🌻,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,hosmak7,#restart_opposition 🌻,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,hosmak7,#restart_will_make_iran_great_again🌻,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,hosmak7,#cyrus_is_coming ❤️,0, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,farah_3060,BIDEN 2020,1, , ,261653,2020-07-16 04:14:47
CCr_3MmBX2c,farah_3060,PRO CHOICE,0, , ,261653,2020-07-16 04:14:47
CCwAhAMBlVa,mortezakaramii_,Damn your parents and the day you were born and set the world on fire,0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,dolcetres,Yummy cake🍰,0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,mortezakaramii_,You are killing our children and you are starving. I hope that the children and grandchildren of delusion will die.,0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,imweirdleavemealonex,💖𝓖𝓮𝓽 𝓽𝓱𝓮 𝓯𝓾𝓬𝓴 𝓸𝓯𝓯 𝓽𝓱𝓲𝓼 𝓪𝓹𝓹✨,0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,rfrndwm3,ترامپ عزیز مچکریم که اخوندهارو ب گوشه رینگ راندی,0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,mortezakaramii_,Our fathers were ashamed of you because you made life difficult for us. Curse your children,0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,mamad0079965,"😂1Dollar,22700rial",0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,mortezakaramii_,"You celebrate your new birth and kill our children, curse you and your family",0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,vu_winner_1996,Hello Donal JJJJJJJ.Trump my name is Vũ Winner! I'm Sát Thần! How are you? - Ông nhận được 2 bất tử mà tôi đã gửi rất lâu rồi chứ ????,0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,nelsonaldraine20760,"Trading has been a lot more easier with @austinlowe_fxt i invested $5300 and got a return of $12,400  in 7days his transparency and accountability has been the best",0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,mortezakaramii_,"If your children stay hungry, will you be cruel? Did you leave our children hungry? Curse on you.",0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,mortezakaramii_,"You, the child killers of the world, celebrate your children's birthdays",0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,mortezakaramii_,"Death to you and your family, you destroyed the world, you are the second Hitler",0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,mortezakaramii_,"If the things you did with the future of our children and youth are done with your family, you will die of grief",0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,hmydrdamrady384,she is so beautiful.god bless her.,0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCwAhAMBlVa,mortezakaramii_,"If the things you did with the future of our children and youth are done with your family, you will die of grief",0,"HAPPY BIRTHDAY ARABELLA! 
#Repost @ivankatrump 
・・・
Happy 9th birthday sweet Arabella. You are pure sunshine☀️and have been a source of love, light, kindness and joy since the day you were born. Looking forward to another turn together around the sun! 🎂 xx",The White House,527640,2020-07-17 17:36:19
CCuMaD-Bj9z,tesslaz,Best POTUS!! Thank you for all you do! 🙏🏼MAGA! Trump 2020!,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,mkbarrett1,Trump 2020!!,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,violettanikitchik,Donald Trump🌞! Thank you for hating evil! I wish you victory💪 over pedophiles and adrenochrome! With love from Ukraine!💕💖🇺🇦,1,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,nicola_bel_lemon,@franco.gazz.jmb per la sicurezza sanitaria i giornalisti CNN non possono venire 😂😂😂😂,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,davewilsonofficial,What rhymes with idiot and joke???,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,dominant_hunter,Please save our children #childrenlivesmatter,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,alexrewd,"All your dreams can come true and I'll make sure of it
A loyal sugar baby needed,, prove to me ya real and $1000 weekly allowance is for you
Dm babies",0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,rifkiekaufman,❤️,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,imweirdleavemealonex,I❤️really🔥hate✨you🌈,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,kevyan.khan,i am irani..fuk. usa,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,666killgod,🔥🔥,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,666killgod,🔥🔥,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,666killgod,🔥,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,666killgod,🔥🔥,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,666killgod,🔥🔥,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,cshelznsunsets,Your hard work is appreciated,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,barb.swpools,❤️🙌,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,imweirdleavemealonex,💖𝓖𝓮𝓽 𝓽𝓱𝓮 𝓯𝓾𝓬𝓴 𝓸𝓯𝓯 𝓽𝓱𝓲𝓼 𝓪𝓹𝓹✨,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
CCuMaD-Bj9z,hellenferrell72,Our very own,0,"Before I came into office, American workers were smothered by a merciless avalanche of wasteful, expensive and intrusive federal regulation. These oppressive, burdensome mandates were a stealth tax on our people – slashing take-home pay, suppressing innovation, surging the cost of goods, and shipping millions of American jobs overseas. Nearly four years ago, we ENDED this regulatory assault on the American Worker – and we launched the most dramatic regulatory relief campaign in American History. At the heart of this effort was a revolutionary promise: for every 1 new regulation issued, we pledged that TWO federal regulations would be permanently REMOVED. We not only met this ambitious goal – we vastly exceeded it. For every 1 new regulation added, nearly EIGHT federal regulations have been terminated. As you can see behind me, we have removed the gigantic regulatory burden Americans have been forced to carry for decades – freeing our citizens to reach their highest potential. Our historic regulatory relief is providing the average American household an extra $3,100 dollars every year!",The White House,841574,2020-07-17 00:41:44
